trial_id,mean_cv_score,std_cv_score,bootstrap,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
0,-56795.98862498705,7715.967588357758,True,24,sqrt,8,8,171
1,-58113.25903653834,7216.955167537002,True,27,,8,5,153
