Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2024-11-01T00:00;2024-11-01T00:15;1;EUR;MWh;NO;NO;98.61;82.1;98.61;78.31;2;UP_AND_DOWN
2024-11-01T00:15;2024-11-01T00:30;2;EUR;MWh;NO;NO;;82.1;82.1;82.1;-1;DOWN
2024-11-01T00:30;2024-11-01T00:45;3;EUR;MWh;NO;NO;;19.18;19.18;19.18;-1;DOWN
2024-11-01T00:45;2024-11-01T01:00;4;EUR;MWh;NO;NO;;38.69;38.69;38.69;-1;DOWN
2024-11-01T01:00;2024-11-01T01:15;5;EUR;MWh;NO;NO;126.1;80;126.1;78.31;2;UP_AND_DOWN
2024-11-01T01:15;2024-11-01T01:30;6;EUR;MWh;NO;NO;;80;80;80;-1;DOWN
2024-11-01T01:30;2024-11-01T01:45;7;EUR;MWh;NO;NO;;57.17;57.17;57.17;-1;DOWN
2024-11-01T01:45;2024-11-01T02:00;8;EUR;MWh;NO;NO;;53.24;53.24;53.24;-1;DOWN
2024-11-01T02:00;2024-11-01T02:15;9;EUR;MWh;NO;NO;118.38;61.6;118.38;61.6;2;UP_AND_DOWN
2024-11-01T02:15;2024-11-01T02:30;10;EUR;MWh;NO;NO;99.05;;99.05;99.05;1;UP
2024-11-01T02:30;2024-11-01T02:45;11;EUR;MWh;NO;NO;98.61;;98.61;98.61;1;UP
2024-11-01T02:45;2024-11-01T03:00;12;EUR;MWh;NO;NO;;80;80;80;-1;DOWN
2024-11-01T03:00;2024-11-01T03:15;13;EUR;MWh;NO;NO;;82;82;82;-1;DOWN
2024-11-01T03:15;2024-11-01T03:30;14;EUR;MWh;NO;NO;;;78.31;78.31;0;STABLE
2024-11-01T03:30;2024-11-01T03:45;15;EUR;MWh;NO;NO;;;77.65;77.65;0;STABLE
2024-11-01T03:45;2024-11-01T04:00;16;EUR;MWh;NO;NO;90.3;80;90.3;77.65;2;UP_AND_DOWN
2024-11-01T04:00;2024-11-01T04:15;17;EUR;MWh;NO;NO;90.3;42.69;42.69;42.69;-1;DOWN
2024-11-01T04:15;2024-11-01T04:30;18;EUR;MWh;NO;NO;;60.79;60.79;60.79;-1;DOWN
2024-11-01T04:30;2024-11-01T04:45;19;EUR;MWh;NO;NO;;80.72;80.72;80.72;-1;DOWN
2024-11-01T04:45;2024-11-01T05:00;20;EUR;MWh;NO;NO;;82;82;82;-1;DOWN
2024-11-01T05:00;2024-11-01T05:15;21;EUR;MWh;NO;NO;;82;82;82;-1;DOWN
2024-11-01T05:15;2024-11-01T05:30;22;EUR;MWh;NO;NO;83.61;;83.61;83.61;1;UP
2024-11-01T05:30;2024-11-01T05:45;23;EUR;MWh;NO;NO;68.61;;68.61;68.61;1;UP
2024-11-01T05:45;2024-11-01T06:00;24;EUR;MWh;NO;NO;68.61;;68.61;68.61;1;UP
2024-11-01T06:00;2024-11-01T06:15;25;EUR;MWh;NO;NO;;69.59;69.59;69.59;-1;DOWN
2024-11-01T06:15;2024-11-01T06:30;26;EUR;MWh;NO;NO;;62.4;62.4;62.4;-1;DOWN
2024-11-01T06:30;2024-11-01T06:45;27;EUR;MWh;NO;NO;;73.78;73.78;73.78;-1;DOWN
2024-11-01T06:45;2024-11-01T07:00;28;EUR;MWh;NO;NO;;65.9;65.9;65.9;-1;DOWN
2024-11-01T07:00;2024-11-01T07:15;29;EUR;MWh;NO;NO;;-27.34;-27.34;-27.34;-1;DOWN
2024-11-01T07:15;2024-11-01T07:30;30;EUR;MWh;NO;NO;;68.11;68.11;68.11;-1;DOWN
2024-11-01T07:30;2024-11-01T07:45;31;EUR;MWh;NO;NO;;82;82;82;-1;DOWN
2024-11-01T07:45;2024-11-01T08:00;32;EUR;MWh;NO;NO;94.38;;94.38;94.38;1;UP
2024-11-01T08:00;2024-11-01T08:15;33;EUR;MWh;NO;NO;83.61;82;83.61;78.17;2;UP_AND_DOWN
