Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2025-09-01T00:00;2025-09-01T00:15;1;EUR;MWh;NO;NO;;52.42;52.42;52.42;-1;DOWN
2025-09-01T00:15;2025-09-01T00:30;2;EUR;MWh;NO;NO;99.12;;99.12;99.12;1;UP
2025-09-01T00:30;2025-09-01T00:45;3;EUR;MWh;NO;NO;150;;150;150;1;UP
2025-09-01T00:45;2025-09-01T01:00;4;EUR;MWh;NO;NO;97;;97;97;1;UP
2025-09-01T01:00;2025-09-01T01:15;5;EUR;MWh;NO;NO;97;;97;97;1;UP
2025-09-01T01:15;2025-09-01T01:30;6;EUR;MWh;NO;NO;104.12;;104.12;104.12;1;UP
2025-09-01T01:30;2025-09-01T01:45;7;EUR;MWh;NO;NO;130.7;;130.7;130.7;1;UP
2025-09-01T01:45;2025-09-01T02:00;8;EUR;MWh;NO;NO;129.9;;129.9;129.9;1;UP
2025-09-01T02:00;2025-09-01T02:15;9;EUR;MWh;NO;NO;109.12;;109.12;109.12;1;UP
2025-09-01T02:15;2025-09-01T02:30;10;EUR;MWh;NO;NO;109.12;;109.12;109.12;1;UP
2025-09-01T02:30;2025-09-01T02:45;11;EUR;MWh;NO;NO;104.12;;104.12;104.12;1;UP
2025-09-01T02:45;2025-09-01T03:00;12;EUR;MWh;NO;NO;83.32;;83.32;83.32;1;UP
2025-09-01T03:00;2025-09-01T03:15;13;EUR;MWh;NO;NO;78.04;;78.04;78.04;1;UP
2025-09-01T03:15;2025-09-01T03:30;14;EUR;MWh;NO;NO;79.36;77.81;79.36;79.36;1;UP
2025-09-01T03:30;2025-09-01T03:45;15;EUR;MWh;NO;NO;94.12;;94.12;94.12;1;UP
2025-09-01T03:45;2025-09-01T04:00;16;EUR;MWh;NO;NO;84.12;;84.12;84.12;1;UP
2025-09-01T04:00;2025-09-01T04:15;17;EUR;MWh;NO;NO;89.9;;89.9;89.9;1;UP
2025-09-01T04:15;2025-09-01T04:30;18;EUR;MWh;NO;NO;;70.35;70.35;70.35;-1;DOWN
2025-09-01T04:30;2025-09-01T04:45;19;EUR;MWh;NO;NO;100;70.35;100;100;1;UP
2025-09-01T04:45;2025-09-01T05:00;20;EUR;MWh;NO;NO;109.12;;109.12;109.12;1;UP
2025-09-01T05:00;2025-09-01T05:15;21;EUR;MWh;NO;NO;129.8;;129.8;129.8;1;UP
2025-09-01T05:15;2025-09-01T05:30;22;EUR;MWh;NO;NO;91.12;;91.12;91.12;1;UP
2025-09-01T05:30;2025-09-01T05:45;23;EUR;MWh;NO;NO;100;;100;100;1;UP
2025-09-01T05:45;2025-09-01T06:00;24;EUR;MWh;NO;NO;104.12;75.57;104.12;61;2;UP_AND_DOWN
2025-09-01T06:00;2025-09-01T06:15;25;EUR;MWh;NO;NO;109.12;70.96;109.12;61;2;UP_AND_DOWN
2025-09-01T06:15;2025-09-01T06:30;26;EUR;MWh;NO;NO;129.7;;129.7;129.7;1;UP
2025-09-01T06:30;2025-09-01T06:45;27;EUR;MWh;NO;NO;130.9;;130.9;130.9;1;UP
2025-09-01T06:45;2025-09-01T07:00;28;EUR;MWh;NO;NO;130.9;;130.9;130.9;1;UP
2025-09-01T07:00;2025-09-01T07:15;29;EUR;MWh;NO;NO;150;;150;150;1;UP
2025-09-01T07:15;2025-09-01T07:30;30;EUR;MWh;NO;NO;150;;150;150;1;UP
2025-09-01T07:30;2025-09-01T07:45;31;EUR;MWh;NO;NO;130.9;;130.9;130.9;1;UP
2025-09-01T07:45;2025-09-01T08:00;32;EUR;MWh;NO;NO;107.3;;107.3;107.3;1;UP
2025-09-01T08:00;2025-09-01T08:15;33;EUR;MWh;NO;NO;112.1;;112.1;112.1;1;UP
2025-09-01T08:15;2025-09-01T08:30;34;EUR;MWh;NO;NO;97.77;82;97.77;97.77;1;UP
2025-09-01T08:30;2025-09-01T08:45;35;EUR;MWh;NO;NO;130.8;;130.8;130.8;1;UP
2025-09-01T08:45;2025-09-01T09:00;36;EUR;MWh;NO;NO;167;;167;167;1;UP
2025-09-01T09:00;2025-09-01T09:15;37;EUR;MWh;NO;NO;179;;179;179;1;UP
2025-09-01T09:15;2025-09-01T09:30;38;EUR;MWh;NO;NO;169;;169;169;1;UP
2025-09-01T09:30;2025-09-01T09:45;39;EUR;MWh;NO;NO;150;;150;150;1;UP
2025-09-01T09:45;2025-09-01T10:00;40;EUR;MWh;NO;NO;81.12;71.99;81.12;61;2;UP_AND_DOWN
2025-09-01T10:00;2025-09-01T10:15;41;EUR;MWh;NO;NO;;53;53;53;-1;DOWN
2025-09-01T10:15;2025-09-01T10:30;42;EUR;MWh;NO;NO;;49.57;49.57;49.57;-1;DOWN
2025-09-01T10:30;2025-09-01T10:45;43;EUR;MWh;NO;NO;;49.57;49.57;49.57;-1;DOWN
2025-09-01T10:45;2025-09-01T11:00;44;EUR;MWh;NO;NO;;45;45;45;-1;DOWN
2025-09-01T11:00;2025-09-01T11:15;45;EUR;MWh;NO;NO;500;75.57;500;57.84;2;UP_AND_DOWN
2025-09-01T11:15;2025-09-01T11:30;46;EUR;MWh;NO;NO;130.8;;130.8;130.8;1;UP
2025-09-01T11:30;2025-09-01T11:45;47;EUR;MWh;NO;NO;131;;131;131;1;UP
2025-09-01T11:45;2025-09-01T12:00;48;EUR;MWh;NO;NO;142.8;;142.8;142.8;1;UP
2025-09-01T12:00;2025-09-01T12:15;49;EUR;MWh;NO;NO;167;;167;167;1;UP
2025-09-01T12:15;2025-09-01T12:30;50;EUR;MWh;NO;NO;79.4;75.57;79.4;79.4;1;UP
2025-09-01T12:30;2025-09-01T12:45;51;EUR;MWh;NO;NO;61.14;75.57;57.79;57.79;0;STABLE
2025-09-01T12:45;2025-09-01T13:00;52;EUR;MWh;NO;NO;61.14;20;20;20;-1;DOWN
2025-09-01T13:00;2025-09-01T13:15;53;EUR;MWh;NO;NO;180;12.1;180;12.1;2;UP_AND_DOWN
2025-09-01T13:15;2025-09-01T13:30;54;EUR;MWh;NO;NO;87.12;40;87.12;40;2;UP_AND_DOWN
2025-09-01T13:30;2025-09-01T13:45;55;EUR;MWh;NO;NO;;10;10;10;-1;DOWN
2025-09-01T13:45;2025-09-01T14:00;56;EUR;MWh;NO;NO;;4.57;4.57;4.57;-1;DOWN
2025-09-01T14:00;2025-09-01T14:15;57;EUR;MWh;NO;NO;;-5.53;-5.53;-5.53;-1;DOWN
2025-09-01T14:15;2025-09-01T14:30;58;EUR;MWh;NO;NO;;-49;-49;-49;-1;DOWN
2025-09-01T14:30;2025-09-01T14:45;59;EUR;MWh;NO;NO;;-50;-50;-50;-1;DOWN
2025-09-01T14:45;2025-09-01T15:00;60;EUR;MWh;NO;NO;;-11;-11;-11;-1;DOWN
2025-09-01T15:00;2025-09-01T15:15;61;EUR;MWh;NO;NO;;10;10;10;-1;DOWN
2025-09-01T15:15;2025-09-01T15:30;62;EUR;MWh;NO;NO;;29;29;29;-1;DOWN
2025-09-01T15:30;2025-09-01T15:45;63;EUR;MWh;NO;NO;94.12;-60.2;94.12;-60.2;2;UP_AND_DOWN
2025-09-01T15:45;2025-09-01T16:00;64;EUR;MWh;NO;NO;;-2.6;-2.6;-2.6;-1;DOWN
2025-09-01T16:00;2025-09-01T16:15;65;EUR;MWh;NO;NO;;29;29;29;-1;DOWN
2025-09-01T16:15;2025-09-01T16:30;66;EUR;MWh;NO;NO;;9;9;9;-1;DOWN
