Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2024-12-01T00:00;2024-12-01T00:15;1;EUR;MWh;NO;NO;;-.34;-.34;-.34;-1;DOWN
2024-12-01T00:15;2024-12-01T00:30;2;EUR;MWh;NO;NO;74.03;94.98;84.51;84.51;2;UP_AND_DOWN
2024-12-01T00:30;2024-12-01T00:45;3;EUR;MWh;NO;NO;;94.98;94.98;94.98;-1;DOWN
2024-12-01T00:45;2024-12-01T01:00;4;EUR;MWh;NO;NO;;83.98;83.98;83.98;-1;DOWN
2024-12-01T01:00;2024-12-01T01:15;5;EUR;MWh;NO;NO;115.87;89.98;115.87;84.51;2;UP_AND_DOWN
2024-12-01T01:15;2024-12-01T01:30;6;EUR;MWh;NO;NO;115.87;79.55;79.55;79.55;-1;DOWN
2024-12-01T01:30;2024-12-01T01:45;7;EUR;MWh;NO;NO;;70.08;70.08;70.08;-1;DOWN
2024-12-01T01:45;2024-12-01T02:00;8;EUR;MWh;NO;NO;;65.98;65.98;65.98;-1;DOWN
2024-12-01T02:00;2024-12-01T02:15;9;EUR;MWh;NO;NO;120;83.98;120;83.98;2;UP_AND_DOWN
2024-12-01T02:15;2024-12-01T02:30;10;EUR;MWh;NO;NO;123.1;73.55;123.1;73.55;2;UP_AND_DOWN
2024-12-01T02:30;2024-12-01T02:45;11;EUR;MWh;NO;NO;;70.08;70.08;70.08;-1;DOWN
2024-12-01T02:45;2024-12-01T03:00;12;EUR;MWh;NO;NO;;85.08;85.08;85.08;-1;DOWN
2024-12-01T03:00;2024-12-01T03:15;13;EUR;MWh;NO;NO;120;85.08;120;84.51;2;UP_AND_DOWN
2024-12-01T03:15;2024-12-01T03:30;14;EUR;MWh;NO;NO;99;;99;99;1;UP
2024-12-01T03:30;2024-12-01T03:45;15;EUR;MWh;NO;NO;;59.98;59.98;59.98;-1;DOWN
2024-12-01T03:45;2024-12-01T04:00;16;EUR;MWh;NO;NO;;55.08;55.08;55.08;-1;DOWN
2024-12-01T04:00;2024-12-01T04:15;17;EUR;MWh;NO;NO;110.78;70.08;110.78;70.08;2;UP_AND_DOWN
2024-12-01T04:15;2024-12-01T04:30;18;EUR;MWh;NO;NO;107.5;80.98;107.5;80.98;2;UP_AND_DOWN
2024-12-01T04:30;2024-12-01T04:45;19;EUR;MWh;NO;NO;109.04;86.55;109.04;84.51;2;UP_AND_DOWN
2024-12-01T04:45;2024-12-01T05:00;20;EUR;MWh;NO;NO;107.43;;107.43;107.43;1;UP
2024-12-01T05:00;2024-12-01T05:15;21;EUR;MWh;NO;NO;124.98;;124.98;124.98;1;UP
2024-12-01T05:15;2024-12-01T05:30;22;EUR;MWh;NO;NO;122.8;;122.8;122.8;1;UP
2024-12-01T05:30;2024-12-01T05:45;23;EUR;MWh;NO;NO;122.7;;122.7;122.7;1;UP
2024-12-01T05:45;2024-12-01T06:00;24;EUR;MWh;NO;NO;122.6;;122.6;122.6;1;UP
2024-12-01T06:00;2024-12-01T06:15;25;EUR;MWh;NO;NO;122.5;;122.5;122.5;1;UP
2024-12-01T06:15;2024-12-01T06:30;26;EUR;MWh;NO;NO;124.98;;124.98;124.98;1;UP
2024-12-01T06:30;2024-12-01T06:45;27;EUR;MWh;NO;NO;124.98;;124.98;124.98;1;UP
2024-12-01T06:45;2024-12-01T07:00;28;EUR;MWh;NO;NO;120;;120;120;1;UP
2024-12-01T07:00;2024-12-01T07:15;29;EUR;MWh;NO;NO;99;30;99;30;2;UP_AND_DOWN
2024-12-01T07:15;2024-12-01T07:30;30;EUR;MWh;NO;NO;122.5;30;122.5;122.5;1;UP
2024-12-01T07:30;2024-12-01T07:45;31;EUR;MWh;NO;NO;110.49;;110.49;110.49;1;UP
2024-12-01T07:45;2024-12-01T08:00;32;EUR;MWh;NO;NO;122.4;;122.4;122.4;1;UP
2024-12-01T08:00;2024-12-01T08:15;33;EUR;MWh;NO;NO;113.79;;113.79;113.79;1;UP
2024-12-01T08:15;2024-12-01T08:30;34;EUR;MWh;NO;NO;117.98;;117.98;117.98;1;UP
2024-12-01T08:30;2024-12-01T08:45;35;EUR;MWh;NO;NO;115.47;;115.47;115.47;1;UP
2024-12-01T08:45;2024-12-01T09:00;36;EUR;MWh;NO;NO;122.4;;122.4;122.4;1;UP
2024-12-01T09:00;2024-12-01T09:15;37;EUR;MWh;NO;NO;153.98;;153.98;153.98;1;UP
2024-12-01T09:15;2024-12-01T09:30;38;EUR;MWh;NO;NO;130;;130;130;1;UP
2024-12-01T09:30;2024-12-01T09:45;39;EUR;MWh;NO;NO;112.81;77;112.81;77;2;UP_AND_DOWN
2024-12-01T09:45;2024-12-01T10:00;40;EUR;MWh;NO;NO;112.81;70.08;112.81;70.08;2;UP_AND_DOWN
2024-12-01T10:00;2024-12-01T10:15;41;EUR;MWh;NO;NO;149.47;70.08;149.47;149.47;1;UP
2024-12-01T10:15;2024-12-01T10:30;42;EUR;MWh;NO;NO;122.8;;122.8;122.8;1;UP
2024-12-01T10:30;2024-12-01T10:45;43;EUR;MWh;NO;NO;124.47;;124.47;124.47;1;UP
2024-12-01T10:45;2024-12-01T11:00;44;EUR;MWh;NO;NO;116.57;42.9;116.57;42.9;2;UP_AND_DOWN
2024-12-01T11:00;2024-12-01T11:15;45;EUR;MWh;NO;NO;158.3;73.47;158.3;73.47;2;UP_AND_DOWN
2024-12-01T11:15;2024-12-01T11:30;46;EUR;MWh;NO;NO;134.69;;134.69;134.69;1;UP
2024-12-01T11:30;2024-12-01T11:45;47;EUR;MWh;NO;NO;108.69;84.69;108.69;83.86;2;UP_AND_DOWN
2024-12-01T11:45;2024-12-01T12:00;48;EUR;MWh;NO;NO;;73.47;73.47;73.47;-1;DOWN
2024-12-01T12:00;2024-12-01T12:15;49;EUR;MWh;NO;NO;;-3.69;-3.69;-3.69;-1;DOWN
2024-12-01T12:15;2024-12-01T12:30;50;EUR;MWh;NO;NO;;54.34;54.34;54.34;-1;DOWN
2024-12-01T12:30;2024-12-01T12:45;51;EUR;MWh;NO;NO;;84.69;84.69;84.69;-1;DOWN
2024-12-01T12:45;2024-12-01T13:00;52;EUR;MWh;NO;NO;;54.2;54.2;54.2;-1;DOWN
2024-12-01T13:00;2024-12-01T13:15;53;EUR;MWh;NO;NO;;-46.09;-46.09;-46.09;-1;DOWN
2024-12-01T13:15;2024-12-01T13:30;54;EUR;MWh;NO;NO;;-16.68;-16.68;-16.68;-1;DOWN
2024-12-01T13:30;2024-12-01T13:45;55;EUR;MWh;NO;NO;;30;30;30;-1;DOWN
2024-12-01T13:45;2024-12-01T14:00;56;EUR;MWh;NO;NO;;30;30;30;-1;DOWN
2024-12-01T14:00;2024-12-01T14:15;57;EUR;MWh;NO;NO;;40.08;40.08;40.08;-1;DOWN
2024-12-01T14:15;2024-12-01T14:30;58;EUR;MWh;NO;NO;130;40.08;130;130;1;UP
2024-12-01T14:30;2024-12-01T14:45;59;EUR;MWh;NO;NO;186.69;;186.69;186.69;1;UP
2024-12-01T14:45;2024-12-01T15:00;60;EUR;MWh;NO;NO;210.69;;210.69;210.69;1;UP
2024-12-01T15:00;2024-12-01T15:15;61;EUR;MWh;NO;NO;175.1;;175.1;175.1;1;UP
2024-12-01T15:15;2024-12-01T15:30;62;EUR;MWh;NO;NO;157.37;;157.37;157.37;1;UP
2024-12-01T15:30;2024-12-01T15:45;63;EUR;MWh;NO;NO;151.3;;151.3;151.3;1;UP
2024-12-01T15:45;2024-12-01T16:00;64;EUR;MWh;NO;NO;102.47;54.69;54.69;54.69;-1;DOWN
2024-12-01T16:00;2024-12-01T16:15;65;EUR;MWh;NO;NO;;3.69;3.69;3.69;-1;DOWN
2024-12-01T16:15;2024-12-01T16:30;66;EUR;MWh;NO;NO;;33;33;33;-1;DOWN
2024-12-01T16:30;2024-12-01T16:45;67;EUR;MWh;NO;NO;;40.08;40.08;40.08;-1;DOWN
2024-12-01T16:45;2024-12-01T17:00;68;EUR;MWh;NO;NO;;44.69;44.69;44.69;-1;DOWN
2024-12-01T17:00;2024-12-01T17:15;69;EUR;MWh;NO;NO;;-100;-100;-100;-1;DOWN
2024-12-01T17:15;2024-12-01T17:30;70;EUR;MWh;NO;NO;122.78;-30;122.78;-30;2;UP_AND_DOWN
2024-12-01T17:30;2024-12-01T17:45;71;EUR;MWh;NO;NO;;-11.77;-11.77;-11.77;-1;DOWN
2024-12-01T17:45;2024-12-01T18:00;72;EUR;MWh;NO;NO;;-34.33;-34.33;-34.33;-1;DOWN
2024-12-01T18:00;2024-12-01T18:15;73;EUR;MWh;NO;NO;;-11.67;-11.67;-11.67;-1;DOWN
2024-12-01T18:15;2024-12-01T18:30;74;EUR;MWh;NO;NO;;-30.68;-30.68;-30.68;-1;DOWN
2024-12-01T18:30;2024-12-01T18:45;75;EUR;MWh;NO;NO;;-13.32;-13.32;-13.32;-1;DOWN
2024-12-01T18:45;2024-12-01T19:00;76;EUR;MWh;NO;NO;;-8.29;-8.29;-8.29;-1;DOWN
2024-12-01T19:00;2024-12-01T19:15;77;EUR;MWh;NO;NO;;-3.69;-3.69;-3.69;-1;DOWN
2024-12-01T19:15;2024-12-01T19:30;78;EUR;MWh;NO;NO;;70;70;70;-1;DOWN
2024-12-01T19:30;2024-12-01T19:45;79;EUR;MWh;NO;NO;;70.08;70.08;70.08;-1;DOWN
2024-12-01T19:45;2024-12-01T20:00;80;EUR;MWh;NO;NO;;55.08;55.08;55.08;-1;DOWN
2024-12-01T20:00;2024-12-01T20:15;81;EUR;MWh;NO;NO;;70;70;70;-1;DOWN
2024-12-01T20:15;2024-12-01T20:30;82;EUR;MWh;NO;NO;;79.69;79.69;79.69;-1;DOWN
2024-12-01T20:30;2024-12-01T20:45;83;EUR;MWh;NO;NO;;79.47;79.47;79.47;-1;DOWN
2024-12-01T20:45;2024-12-01T21:00;84;EUR;MWh;NO;NO;;49.69;49.69;49.69;-1;DOWN
2024-12-01T21:00;2024-12-01T21:15;85;EUR;MWh;NO;NO;;70;70;70;-1;DOWN
2024-12-01T21:15;2024-12-01T21:30;86;EUR;MWh;NO;NO;;74.69;74.69;74.69;-1;DOWN
2024-12-01T21:30;2024-12-01T21:45;87;EUR;MWh;NO;NO;;59.69;59.69;59.69;-1;DOWN
2024-12-01T21:45;2024-12-01T22:00;88;EUR;MWh;NO;NO;;37.9;37.9;37.9;-1;DOWN
2024-12-01T22:00;2024-12-01T22:15;89;EUR;MWh;NO;NO;117.27;55.08;117.27;55.08;2;UP_AND_DOWN
2024-12-01T22:15;2024-12-01T22:30;90;EUR;MWh;NO;NO;110.78;;110.78;110.78;1;UP
2024-12-01T22:30;2024-12-01T22:45;91;EUR;MWh;NO;NO;102.47;77;102.47;77;2;UP_AND_DOWN
2024-12-01T22:45;2024-12-01T23:00;92;EUR;MWh;NO;NO;;85.08;85.08;85.08;-1;DOWN
2024-12-01T23:00;2024-12-01T23:15;93;EUR;MWh;NO;NO;;70;70;70;-1;DOWN
2024-12-01T23:15;2024-12-01T23:30;94;EUR;MWh;NO;NO;102.47;70;102.47;70;2;UP_AND_DOWN
2024-12-01T23:30;2024-12-01T23:45;95;EUR;MWh;NO;NO;;-2.4;-2.4;-2.4;-1;DOWN
2024-12-01T23:45;2024-12-02T00:00;96;EUR;MWh;NO;NO;;-19.65;-19.65;-19.65;-1;DOWN
2024-12-02T00:00;2024-12-02T00:15;1;EUR;MWh;NO;NO;;-399.88;-399.88;-399.88;-1;DOWN
2024-12-02T00:15;2024-12-02T00:30;2;EUR;MWh;NO;NO;;-101.74;-101.74;-101.74;-1;DOWN
2024-12-02T00:30;2024-12-02T00:45;3;EUR;MWh;NO;NO;;-60;-60;-60;-1;DOWN
2024-12-02T00:45;2024-12-02T01:00;4;EUR;MWh;NO;NO;;-88.29;-88.29;-88.29;-1;DOWN
2024-12-02T01:00;2024-12-02T01:15;5;EUR;MWh;NO;NO;;-102.59;-102.59;-102.59;-1;DOWN
2024-12-02T01:15;2024-12-02T01:30;6;EUR;MWh;NO;NO;;-28.57;-28.57;-28.57;-1;DOWN
2024-12-02T01:30;2024-12-02T01:45;7;EUR;MWh;NO;NO;;-36.36;-36.36;-36.36;-1;DOWN
2024-12-02T01:45;2024-12-02T02:00;8;EUR;MWh;NO;NO;;-28.6;-28.6;-28.6;-1;DOWN
2024-12-02T02:00;2024-12-02T02:15;9;EUR;MWh;NO;NO;;-36.49;-36.49;-36.49;-1;DOWN
2024-12-02T02:15;2024-12-02T02:30;10;EUR;MWh;NO;NO;;-23.42;-23.42;-23.42;-1;DOWN
2024-12-02T02:30;2024-12-02T02:45;11;EUR;MWh;NO;NO;;-50;-50;-50;-1;DOWN
2024-12-02T02:45;2024-12-02T03:00;12;EUR;MWh;NO;NO;;-65.58;-65.58;-65.58;-1;DOWN
2024-12-02T03:00;2024-12-02T03:15;13;EUR;MWh;NO;NO;;-35;-35;-35;-1;DOWN
2024-12-02T03:15;2024-12-02T03:30;14;EUR;MWh;NO;NO;;-40;-40;-40;-1;DOWN
2024-12-02T03:30;2024-12-02T03:45;15;EUR;MWh;NO;NO;;-27.92;-27.92;-27.92;-1;DOWN
2024-12-02T03:45;2024-12-02T04:00;16;EUR;MWh;NO;NO;;-45;-45;-45;-1;DOWN
2024-12-02T04:00;2024-12-02T04:15;17;EUR;MWh;NO;NO;;-122.96;-122.96;-122.96;-1;DOWN
2024-12-02T04:15;2024-12-02T04:30;18;EUR;MWh;NO;NO;;-33.39;-33.39;-33.39;-1;DOWN
2024-12-02T04:30;2024-12-02T04:45;19;EUR;MWh;NO;NO;;-40;-40;-40;-1;DOWN
2024-12-02T04:45;2024-12-02T05:00;20;EUR;MWh;NO;NO;;-70;-70;-70;-1;DOWN
2024-12-02T05:00;2024-12-02T05:15;21;EUR;MWh;NO;NO;115.8;-16.48;115.8;-16.48;2;UP_AND_DOWN
2024-12-02T05:15;2024-12-02T05:30;22;EUR;MWh;NO;NO;65.07;-16.48;65.07;65.07;1;UP
2024-12-02T05:30;2024-12-02T05:45;23;EUR;MWh;NO;NO;119.7;-16.48;119.7;119.7;1;UP
2024-12-02T05:45;2024-12-02T06:00;24;EUR;MWh;NO;NO;119.7;-16.48;119.7;119.7;1;UP
2024-12-02T06:00;2024-12-02T06:15;25;EUR;MWh;NO;NO;150;-16.48;150;-16.48;2;UP_AND_DOWN
2024-12-02T06:15;2024-12-02T06:30;26;EUR;MWh;NO;NO;150;-16.48;150;150;1;UP
2024-12-02T06:30;2024-12-02T06:45;27;EUR;MWh;NO;NO;130.07;-16.48;130.07;130.07;1;UP
2024-12-02T06:45;2024-12-02T07:00;28;EUR;MWh;NO;NO;134.6;-16.48;134.6;134.6;1;UP
