Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2025-04-01T00:00;2025-04-01T00:15;1;EUR;MWh;NO;NO;;58;58;58;-1;DOWN
2025-04-01T00:15;2025-04-01T00:30;2;EUR;MWh;NO;NO;;58;58;58;-1;DOWN
2025-04-01T00:30;2025-04-01T00:45;3;EUR;MWh;NO;NO;;58;58;58;-1;DOWN
2025-04-01T00:45;2025-04-01T01:00;4;EUR;MWh;NO;NO;;9.57;9.57;9.57;-1;DOWN
2025-04-01T01:00;2025-04-01T01:15;5;EUR;MWh;NO;NO;;78.98;78.98;78.98;-1;DOWN
2025-04-01T01:15;2025-04-01T01:30;6;EUR;MWh;NO;NO;;27;27;27;-1;DOWN
2025-04-01T01:30;2025-04-01T01:45;7;EUR;MWh;NO;NO;;33.98;33.98;33.98;-1;DOWN
2025-04-01T01:45;2025-04-01T02:00;8;EUR;MWh;NO;NO;;60.98;60.98;60.98;-1;DOWN
2025-04-01T02:00;2025-04-01T02:15;9;EUR;MWh;NO;NO;99.98;68.52;99.98;68.52;2;UP_AND_DOWN
2025-04-01T02:15;2025-04-01T02:30;10;EUR;MWh;NO;NO;96.98;;96.98;96.98;1;UP
2025-04-01T02:30;2025-04-01T02:45;11;EUR;MWh;NO;NO;41;;41;41;1;UP
2025-04-01T02:45;2025-04-01T03:00;12;EUR;MWh;NO;NO;98.98;;98.98;98.98;1;UP
2025-04-01T03:00;2025-04-01T03:15;13;EUR;MWh;NO;NO;98.98;;98.98;98.98;1;UP
2025-04-01T03:15;2025-04-01T03:30;14;EUR;MWh;NO;NO;80;84.53;80;76.5;2;UP_AND_DOWN
2025-04-01T03:30;2025-04-01T03:45;15;EUR;MWh;NO;NO;;63.75;63.75;63.75;-1;DOWN
2025-04-01T03:45;2025-04-01T04:00;16;EUR;MWh;NO;NO;;64;64;64;-1;DOWN
2025-04-01T04:00;2025-04-01T04:15;17;EUR;MWh;NO;NO;;70.08;70.08;70.08;-1;DOWN
2025-04-01T04:15;2025-04-01T04:30;18;EUR;MWh;NO;NO;;70;70;70;-1;DOWN
2025-04-01T04:30;2025-04-01T04:45;19;EUR;MWh;NO;NO;;;67.71;67.71;0;STABLE
2025-04-01T04:45;2025-04-01T05:00;20;EUR;MWh;NO;NO;;70;70;70;-1;DOWN
2025-04-01T05:00;2025-04-01T05:15;21;EUR;MWh;NO;NO;;70;70;70;-1;DOWN
2025-04-01T05:15;2025-04-01T05:30;22;EUR;MWh;NO;NO;88.56;81.08;88.56;54.87;2;UP_AND_DOWN
2025-04-01T05:30;2025-04-01T05:45;23;EUR;MWh;NO;NO;110;70;110;55.07;2;UP_AND_DOWN
2025-04-01T05:45;2025-04-01T06:00;24;EUR;MWh;NO;NO;99.98;81.08;99.98;52.99;2;UP_AND_DOWN
2025-04-01T06:00;2025-04-01T06:15;25;EUR;MWh;NO;NO;124.5;80.88;124.5;65;2;UP_AND_DOWN
2025-04-01T06:15;2025-04-01T06:30;26;EUR;MWh;NO;NO;124.5;84.08;124.5;60.02;2;UP_AND_DOWN
2025-04-01T06:30;2025-04-01T06:45;27;EUR;MWh;NO;NO;140.98;;140.98;140.98;1;UP
2025-04-01T06:45;2025-04-01T07:00;28;EUR;MWh;NO;NO;150;;150;150;1;UP
2025-04-01T07:00;2025-04-01T07:15;29;EUR;MWh;NO;NO;142.4;;142.4;142.4;1;UP
2025-04-01T07:15;2025-04-01T07:30;30;EUR;MWh;NO;NO;150;;150;150;1;UP
2025-04-01T07:30;2025-04-01T07:45;31;EUR;MWh;NO;NO;150;;150;150;1;UP
2025-04-01T07:45;2025-04-01T08:00;32;EUR;MWh;NO;NO;150;;150;150;1;UP
2025-04-01T08:00;2025-04-01T08:15;33;EUR;MWh;NO;NO;156.6;;156.6;156.6;1;UP
2025-04-01T08:15;2025-04-01T08:30;34;EUR;MWh;NO;NO;144.37;;144.37;144.37;1;UP
2025-04-01T08:30;2025-04-01T08:45;35;EUR;MWh;NO;NO;124.1;;124.1;124.1;1;UP
2025-04-01T08:45;2025-04-01T09:00;36;EUR;MWh;NO;NO;110;87.94;110;76.5;2;UP_AND_DOWN
2025-04-01T09:00;2025-04-01T09:15;37;EUR;MWh;NO;NO;125.98;;125.98;125.98;1;UP
2025-04-01T09:15;2025-04-01T09:30;38;EUR;MWh;NO;NO;124.5;;124.5;124.5;1;UP
2025-04-01T09:30;2025-04-01T09:45;39;EUR;MWh;NO;NO;108.98;76.81;108.98;76.5;2;UP_AND_DOWN
2025-04-01T09:45;2025-04-01T10:00;40;EUR;MWh;NO;NO;;54;54;54;-1;DOWN
2025-04-01T10:00;2025-04-01T10:15;41;EUR;MWh;NO;NO;172.6;78.12;172.6;73.45;2;UP_AND_DOWN
2025-04-01T10:15;2025-04-01T10:30;42;EUR;MWh;NO;NO;124.3;-18.5;-18.5;-18.5;-1;DOWN
2025-04-01T10:30;2025-04-01T10:45;43;EUR;MWh;NO;NO;114.15;-4.1;114.15;-4.1;2;UP_AND_DOWN
2025-04-01T10:45;2025-04-01T11:00;44;EUR;MWh;NO;NO;114.15;54;54;54;-1;DOWN
2025-04-01T11:00;2025-04-01T11:15;45;EUR;MWh;NO;NO;100;75.98;100;55;2;UP_AND_DOWN
2025-04-01T11:15;2025-04-01T11:30;46;EUR;MWh;NO;NO;102.16;9.57;102.16;9.57;2;UP_AND_DOWN
2025-04-01T11:30;2025-04-01T11:45;47;EUR;MWh;NO;NO;102.16;-55;-55;-55;-1;DOWN
2025-04-01T11:45;2025-04-01T12:00;48;EUR;MWh;NO;NO;;-70;-70;-70;-1;DOWN
2025-04-01T12:00;2025-04-01T12:15;49;EUR;MWh;NO;NO;101.98;-31;101.98;-31;2;UP_AND_DOWN
2025-04-01T12:15;2025-04-01T12:30;50;EUR;MWh;NO;NO;;-58;-58;-58;-1;DOWN
2025-04-01T12:30;2025-04-01T12:45;51;EUR;MWh;NO;NO;;-65;-65;-65;-1;DOWN
2025-04-01T12:45;2025-04-01T13:00;52;EUR;MWh;NO;NO;;-55;-55;-55;-1;DOWN
