Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2024-10-01T00:00;2024-10-01T00:15;1;EUR;MWh;NO;NO;73.33;;73.33;0;2;UP_AND_DOWN
2024-10-01T00:15;2024-10-01T00:30;2;EUR;MWh;NO;NO;98.34;29.18;98.34;29.18;2;UP_AND_DOWN
2024-10-01T00:30;2024-10-01T00:45;3;EUR;MWh;NO;NO;83.61;;83.61;83.61;1;UP
2024-10-01T00:45;2024-10-01T01:00;4;EUR;MWh;NO;NO;83.61;;83.61;83.61;1;UP
2024-10-01T01:00;2024-10-01T01:15;5;EUR;MWh;NO;NO;95;;95;95;1;UP
2024-10-01T01:15;2024-10-01T01:30;6;EUR;MWh;NO;NO;113.1;;113.1;113.1;1;UP
2024-10-01T01:30;2024-10-01T01:45;7;EUR;MWh;NO;NO;83.21;-2;83.21;-2;2;UP_AND_DOWN
2024-10-01T01:45;2024-10-01T02:00;8;EUR;MWh;NO;NO;71.19;-30;71.19;-30;2;UP_AND_DOWN
2024-10-01T02:00;2024-10-01T02:15;9;EUR;MWh;NO;NO;113.5;-24.29;113.5;-24.29;2;UP_AND_DOWN
2024-10-01T02:15;2024-10-01T02:30;10;EUR;MWh;NO;NO;81.54;-4.94;81.54;-4.94;2;UP_AND_DOWN
2024-10-01T02:30;2024-10-01T02:45;11;EUR;MWh;NO;NO;95;-11.7;95;-11.7;2;UP_AND_DOWN
2024-10-01T02:45;2024-10-01T03:00;12;EUR;MWh;NO;NO;30;-20.19;-20.19;-20.19;-1;DOWN
2024-10-01T03:00;2024-10-01T03:15;13;EUR;MWh;NO;NO;81.93;-20.99;81.93;81.93;1;UP
2024-10-01T03:15;2024-10-01T03:30;14;EUR;MWh;NO;NO;51;-11.7;66.17;-11.7;2;UP_AND_DOWN
2024-10-01T03:30;2024-10-01T03:45;15;EUR;MWh;NO;NO;;-11.7;-11.7;-11.7;-1;DOWN
2024-10-01T03:45;2024-10-01T04:00;16;EUR;MWh;NO;NO;;-11.7;-11.7;-11.7;-1;DOWN
2024-10-01T04:00;2024-10-01T04:15;17;EUR;MWh;NO;NO;;;65.03;65.03;0;STABLE
2024-10-01T04:15;2024-10-01T04:30;18;EUR;MWh;NO;NO;;;59.53;59.53;0;STABLE
2024-10-01T04:30;2024-10-01T04:45;19;EUR;MWh;NO;NO;82.94;;82.94;82.94;1;UP
2024-10-01T04:45;2024-10-01T05:00;20;EUR;MWh;NO;NO;77.57;;77.57;77.57;1;UP
2024-10-01T05:00;2024-10-01T05:15;21;EUR;MWh;NO;NO;81.61;-27.08;81.61;-27.08;2;UP_AND_DOWN
2024-10-01T05:15;2024-10-01T05:30;22;EUR;MWh;NO;NO;102.94;;102.94;102.94;1;UP
2024-10-01T05:30;2024-10-01T05:45;23;EUR;MWh;NO;NO;108.3;;108.3;108.3;1;UP
2024-10-01T05:45;2024-10-01T06:00;24;EUR;MWh;NO;NO;93;29.18;93;29.18;2;UP_AND_DOWN
2024-10-01T06:00;2024-10-01T06:15;25;EUR;MWh;NO;NO;112.8;-30;112.8;-30;2;UP_AND_DOWN
2024-10-01T06:15;2024-10-01T06:30;26;EUR;MWh;NO;NO;102.94;;102.94;102.94;1;UP
2024-10-01T06:30;2024-10-01T06:45;27;EUR;MWh;NO;NO;112.8;;112.8;112.8;1;UP
2024-10-01T06:45;2024-10-01T07:00;28;EUR;MWh;NO;NO;96.06;;96.06;96.06;1;UP
2024-10-01T07:00;2024-10-01T07:15;29;EUR;MWh;NO;NO;113.3;;113.3;113.3;1;UP
2024-10-01T07:15;2024-10-01T07:30;30;EUR;MWh;NO;NO;141;;141;141;1;UP
2024-10-01T07:30;2024-10-01T07:45;31;EUR;MWh;NO;NO;113.3;;113.3;113.3;1;UP
2024-10-01T07:45;2024-10-01T08:00;32;EUR;MWh;NO;NO;93.13;;93.13;93.13;1;UP
2024-10-01T08:00;2024-10-01T08:15;33;EUR;MWh;NO;NO;98.13;;98.13;98.13;1;UP
2024-10-01T08:15;2024-10-01T08:30;34;EUR;MWh;NO;NO;95;;95;95;1;UP
2024-10-01T08:30;2024-10-01T08:45;35;EUR;MWh;NO;NO;96.61;;96.61;96.61;1;UP
2024-10-01T08:45;2024-10-01T09:00;36;EUR;MWh;NO;NO;390.27;;390.27;390.27;1;UP
2024-10-01T09:00;2024-10-01T09:15;37;EUR;MWh;NO;NO;1853.61;;1853.61;1853.61;1;UP
2024-10-01T09:15;2024-10-01T09:30;38;EUR;MWh;NO;NO;1853.61;;1853.61;1853.61;1;UP
2024-10-01T09:30;2024-10-01T09:45;39;EUR;MWh;NO;NO;113.13;;113.13;113.13;1;UP
2024-10-01T09:45;2024-10-01T10:00;40;EUR;MWh;NO;NO;112.08;;112.08;112.08;1;UP
2024-10-01T10:00;2024-10-01T10:15;41;EUR;MWh;NO;NO;110.9;;110.9;110.9;1;UP
2024-10-01T10:15;2024-10-01T10:30;42;EUR;MWh;NO;NO;110.9;;67.56;67.56;0;STABLE
2024-10-01T10:30;2024-10-01T10:45;43;EUR;MWh;NO;NO;;;66.57;66.57;0;STABLE
2024-10-01T10:45;2024-10-01T11:00;44;EUR;MWh;NO;NO;;85.24;85.24;85.24;-1;DOWN
2024-10-01T11:00;2024-10-01T11:15;45;EUR;MWh;NO;NO;95;64.84;95;64.84;2;UP_AND_DOWN
2024-10-01T11:15;2024-10-01T11:30;46;EUR;MWh;NO;NO;98.61;;98.61;98.61;1;UP
2024-10-01T11:30;2024-10-01T11:45;47;EUR;MWh;NO;NO;94.03;;94.03;94.03;1;UP
2024-10-01T11:45;2024-10-01T12:00;48;EUR;MWh;NO;NO;93;;93;93;1;UP
2024-10-01T12:00;2024-10-01T12:15;49;EUR;MWh;NO;NO;83.61;;83.61;83.61;1;UP
2024-10-01T12:15;2024-10-01T12:30;50;EUR;MWh;NO;NO;153.5;;153.5;153.5;1;UP
2024-10-01T12:30;2024-10-01T12:45;51;EUR;MWh;NO;NO;68.61;;68.61;68.61;1;UP
2024-10-01T12:45;2024-10-01T13:00;52;EUR;MWh;NO;NO;88.96;;88.96;88.96;1;UP
2024-10-01T13:00;2024-10-01T13:15;53;EUR;MWh;NO;NO;95;;95;95;1;UP
2024-10-01T13:15;2024-10-01T13:30;54;EUR;MWh;NO;NO;110.4;;110.4;110.4;1;UP
2024-10-01T13:30;2024-10-01T13:45;55;EUR;MWh;NO;NO;68.61;;68.61;68.61;1;UP
2024-10-01T13:45;2024-10-01T14:00;56;EUR;MWh;NO;NO;53.61;;53.61;53.61;1;UP
2024-10-01T14:00;2024-10-01T14:15;57;EUR;MWh;NO;NO;113.3;;113.3;113.3;1;UP
2024-10-01T14:15;2024-10-01T14:30;58;EUR;MWh;NO;NO;98.61;;98.61;98.61;1;UP
2024-10-01T14:30;2024-10-01T14:45;59;EUR;MWh;NO;NO;95;;95;95;1;UP
2024-10-01T14:45;2024-10-01T15:00;60;EUR;MWh;NO;NO;95;;95;95;1;UP
2024-10-01T15:00;2024-10-01T15:15;61;EUR;MWh;NO;NO;95;;95;95;1;UP
2024-10-01T15:15;2024-10-01T15:30;62;EUR;MWh;NO;NO;53.61;;53.61;53.61;1;UP
2024-10-01T15:30;2024-10-01T15:45;63;EUR;MWh;NO;NO;83.61;;83.61;83.61;1;UP
2024-10-01T15:45;2024-10-01T16:00;64;EUR;MWh;NO;NO;98.61;;98.61;98.61;1;UP
2024-10-01T16:00;2024-10-01T16:15;65;EUR;MWh;NO;NO;113.5;;113.5;113.5;1;UP
2024-10-01T16:15;2024-10-01T16:30;66;EUR;MWh;NO;NO;109.3;;109.3;109.3;1;UP
2024-10-01T16:30;2024-10-01T16:45;67;EUR;MWh;NO;NO;91.97;;91.97;91.97;1;UP
2024-10-01T16:45;2024-10-01T17:00;68;EUR;MWh;NO;NO;68.61;;68.61;68.61;1;UP
