Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2025-05-01T00:00;2025-05-01T00:15;1;EUR;MWh;NO;NO;118.6;59.28;118.6;118.6;1;UP
2025-05-01T00:15;2025-05-01T00:30;2;EUR;MWh;NO;NO;106.4;;106.4;106.4;1;UP
2025-05-01T00:30;2025-05-01T00:45;3;EUR;MWh;NO;NO;140;;140;140;1;UP
2025-05-01T00:45;2025-05-01T01:00;4;EUR;MWh;NO;NO;84.98;;84.98;84.98;1;UP
2025-05-01T01:00;2025-05-01T01:15;5;EUR;MWh;NO;NO;128.01;;128.01;128.01;1;UP
2025-05-01T01:15;2025-05-01T01:30;6;EUR;MWh;NO;NO;157;;157;157;1;UP
2025-05-01T01:30;2025-05-01T01:45;7;EUR;MWh;NO;NO;120;;120;120;1;UP
2025-05-01T01:45;2025-05-01T02:00;8;EUR;MWh;NO;NO;106.2;72.04;106.2;61.49;2;UP_AND_DOWN
2025-05-01T02:00;2025-05-01T02:15;9;EUR;MWh;NO;NO;90;71.46;90;61.49;2;UP_AND_DOWN
2025-05-01T02:15;2025-05-01T02:30;10;EUR;MWh;NO;NO;83.98;;83.98;83.98;1;UP
2025-05-01T02:30;2025-05-01T02:45;11;EUR;MWh;NO;NO;58.56;;58.56;58.56;1;UP
2025-05-01T02:45;2025-05-01T03:00;12;EUR;MWh;NO;NO;81.98;;81.98;81.98;1;UP
2025-05-01T03:00;2025-05-01T03:15;13;EUR;MWh;NO;NO;85.98;;85.98;85.98;1;UP
2025-05-01T03:15;2025-05-01T03:30;14;EUR;MWh;NO;NO;83.98;;83.98;83.98;1;UP
2025-05-01T03:30;2025-05-01T03:45;15;EUR;MWh;NO;NO;106.2;;106.2;106.2;1;UP
2025-05-01T03:45;2025-05-01T04:00;16;EUR;MWh;NO;NO;106.2;;106.2;106.2;1;UP
2025-05-01T04:00;2025-05-01T04:15;17;EUR;MWh;NO;NO;106.1;79.98;106.1;61.49;2;UP_AND_DOWN
2025-05-01T04:15;2025-05-01T04:30;18;EUR;MWh;NO;NO;;;61.49;61.49;0;STABLE
2025-05-01T04:30;2025-05-01T04:45;19;EUR;MWh;NO;NO;;;61.49;61.49;0;STABLE
2025-05-01T04:45;2025-05-01T05:00;20;EUR;MWh;NO;NO;;69;69;69;-1;DOWN
2025-05-01T05:00;2025-05-01T05:15;21;EUR;MWh;NO;NO;85.98;67.28;85.98;61.49;2;UP_AND_DOWN
2025-05-01T05:15;2025-05-01T05:30;22;EUR;MWh;NO;NO;78.56;;78.56;78.56;1;UP
2025-05-01T05:30;2025-05-01T05:45;23;EUR;MWh;NO;NO;58.56;;58.56;58.56;1;UP
2025-05-01T05:45;2025-05-01T06:00;24;EUR;MWh;NO;NO;43;66.37;61.49;61.49;2;UP_AND_DOWN
2025-05-01T06:00;2025-05-01T06:15;25;EUR;MWh;NO;NO;157;69.68;157;61.49;2;UP_AND_DOWN
2025-05-01T06:15;2025-05-01T06:30;26;EUR;MWh;NO;NO;157;;157;157;1;UP
2025-05-01T06:30;2025-05-01T06:45;27;EUR;MWh;NO;NO;81.98;;81.98;81.98;1;UP
2025-05-01T06:45;2025-05-01T07:00;28;EUR;MWh;NO;NO;84.18;;84.18;84.18;1;UP
2025-05-01T07:00;2025-05-01T07:15;29;EUR;MWh;NO;NO;106;;106;106;1;UP
2025-05-01T07:15;2025-05-01T07:30;30;EUR;MWh;NO;NO;90.98;69.68;90.98;69.68;2;UP_AND_DOWN
2025-05-01T07:30;2025-05-01T07:45;31;EUR;MWh;NO;NO;68.56;69.68;68.56;68.56;1;UP
2025-05-01T07:45;2025-05-01T08:00;32;EUR;MWh;NO;NO;122;;122;122;1;UP
