Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2025-08-01T00:00;2025-08-01T00:15;1;EUR;MWh;NO;NO;140;74.9;140;140;1;UP
2025-08-01T00:15;2025-08-01T00:30;2;EUR;MWh;NO;NO;124.25;;124.25;124.25;1;UP
2025-08-01T00:30;2025-08-01T00:45;3;EUR;MWh;NO;NO;120.73;;120.73;120.73;1;UP
2025-08-01T00:45;2025-08-01T01:00;4;EUR;MWh;NO;NO;108.07;;108.07;108.07;1;UP
2025-08-01T01:00;2025-08-01T01:15;5;EUR;MWh;NO;NO;108.46;;108.46;108.46;1;UP
2025-08-01T01:15;2025-08-01T01:30;6;EUR;MWh;NO;NO;97.15;;97.15;97.15;1;UP
2025-08-01T01:30;2025-08-01T01:45;7;EUR;MWh;NO;NO;106.76;;106.76;106.76;1;UP
2025-08-01T01:45;2025-08-01T02:00;8;EUR;MWh;NO;NO;96.76;;96.76;96.76;1;UP
2025-08-01T02:00;2025-08-01T02:15;9;EUR;MWh;NO;NO;106.76;;106.76;106.76;1;UP
2025-08-01T02:15;2025-08-01T02:30;10;EUR;MWh;NO;NO;89.87;;89.87;89.87;1;UP
2025-08-01T02:30;2025-08-01T02:45;11;EUR;MWh;NO;NO;91.66;;91.66;91.66;1;UP
2025-08-01T02:45;2025-08-01T03:00;12;EUR;MWh;NO;NO;89.43;;89.43;89.43;1;UP
2025-08-01T03:00;2025-08-01T03:15;13;EUR;MWh;NO;NO;89.87;;89.87;89.87;1;UP
2025-08-01T03:15;2025-08-01T03:30;14;EUR;MWh;NO;NO;96.76;79.71;96.76;66;2;UP_AND_DOWN
2025-08-01T03:30;2025-08-01T03:45;15;EUR;MWh;NO;NO;78.56;71.95;78.56;66;2;UP_AND_DOWN
2025-08-01T03:45;2025-08-01T04:00;16;EUR;MWh;NO;NO;;71.85;71.85;71.85;-1;DOWN
2025-08-01T04:00;2025-08-01T04:15;17;EUR;MWh;NO;NO;95.77;82.21;95.77;72.28;2;UP_AND_DOWN
2025-08-01T04:15;2025-08-01T04:30;18;EUR;MWh;NO;NO;96.98;;96.98;96.98;1;UP
